,,,
Description,Position/ Level,Quantity,Unit
sash lift,5,1,nr
sash pulley and cord,6,1,nr
sash pulley and cord,6,1,nr
Supply and fit ironmongery to woodwork backgrounds; door gear sets,8,,
single door sliding door set,1,1,nr
single door sliding door set,1,1,nr
double door sliding door set,2,1,nr
double door sliding door set,2,1,nr
triple door sliding door set,3,1,nr
triple door sliding door set,3,1,nr
double door bi-fold gear set,4,1,nr
double door bi-fold gear set,4,1,nr
triple door bi-fold gear set,5,1,nr
triple door bi-fold gear set,5,1,nr
quadruple door bi-fold gear set,6,1,nr
quadruple door bi-fold gear set,6,1,nr
Supply and fit ironmongery to woodwork backgrounds; general items,9,,
towel rail,1,1,nr
towel rail,1,1,nr
letter plate including hole in door,2,1,nr
letter plate including hole in door,2,1,nr
toilet roll holder,3,1,nr
toilet roll holder,3,1,nr
hat and coat hook,4,1,nr
hat and coat hook,4,1,nr
padlock hasp and staple,5,1,nr
padlock hasp and staple,5,1,nr
rubber door stop,6,1,nr
rubber door stop,6,1,nr
curtain track,7,1,nr
curtain track,7,1,nr
hanging rail,8,1,nr
hanging rail,8,1,nr
hanging rail end socket,9,1,nr
hanging rail end socket,9,1,nr
hanging rail centre bracket,10,1,nr
hanging rail centre bracket,10,1,nr
"Supply and fit ironmongery to concrete; drilling, plugging and screwing; floor springs",10,,
single action floor springs,1,1,nr
single action floor springs,1,1,nr
double action floor springs,2,1,nr
double action floor springs,2,1,nr
rubber door stop,3,1,nr
rubber door stop,3,1,nr
"Supply and fit ironmongery to masonry; drilling, plugging and screwing; general items",11,,
towel rail,1,1,nr
towel rail,1,1,nr
toilet roll holder,2,1,nr
toilet roll holder,2,1,nr
hat and coat hook,3,1,nr
hat and coat hook,3,1,nr
rubber door stop,4,1,nr
rubber door stop,4,1,nr
shelf bracket,5,1,nr
shelf bracket,5,1,nr
padlock hasp and staple,6,1,nr
padlock hasp and staple,6,1,nr
curtain track,7,1,nr
curtain track,7,1,nr
hanging rail,8,1,nr
hanging rail,8,1,nr
hanging rail end socket,9,1,nr
hanging rail end socket,9,1,nr
hanging rail centre bracket,10,1,nr
hanging rail centre bracket,10,1,nr
JELD-WEN or equivalent ironmongery sets; fixing to woodwork backgrounds,12,,
GENTPAK5L; Georgian 5 lever lock pack,1,1,nr
GENTPAK5L; Georgian 5 lever lock pack,1,1,nr
VENTPAK5L; Victorian 5 lever lock pack,2,1,nr
VENTPAK5L; Victorian 5 lever lock pack,2,1,nr
LOCPAK5L; aluminium 5 lever lock pack,3,1,nr
LOCPAK5L; aluminium 5 lever lock pack,3,1,nr
GFPAK; Georgian entrance pack,4,1,nr
GFPAK; Georgian entrance pack,4,1,nr
VENTPAK; Victorian entrance pack,5,1,nr
VENTPAK; Victorian entrance pack,5,1,nr
ENTPAK; aluminium entrance pack,6,1,nr
ENTPAK; aluminium entrance pack,6,1,nr
GENTPAK; Georgian external lock pack,7,1,nr
GENTPAK; Georgian external lock pack,7,1,nr
VBPAK; Victorian external lock pack,8,1,nr
VBPAK; Victorian external lock pack,8,1,nr
LOCPAK; aluminium external lock pack,9,1,nr
LOCPAK; aluminium external lock pack,9,1,nr
REBPAKG; Georgian double door lock pack,10,1,nr
REBPAKG; Georgian double door lock pack,10,1,nr
REBPAKV; Victorian double door lock pack,11,1,nr
REBPAKV; Victorian double door lock pack,11,1,nr
REBPAK; aluminium double door lock pack,12,1,nr
REBPAK; aluminium double door lock pack,12,1,nr
GINTPAK; Georgian internal door pack,13,1,nr
GINTPAK; Georgian internal door pack,13,1,nr
VINTPAK; Victorian internal door pack,14,1,nr
VINTPAK; Victorian internal door pack,14,1,nr
LATPAK; aluminium internal door pack,15,1,nr
LATPAK; aluminium internal door pack,15,1,nr
GILPAK; Georgian bathroom door pack,16,1,nr
GILPAK; Georgian bathroom door pack,16,1,nr
VILPAK; Victorian bathroom door pack,17,1,nr
VILPAK; Victorian bathroom door pack,17,1,nr
BATPAK; aluminium bathroom door pack,18,1,nr
BATPAK; aluminium bathroom door pack,18,1,nr
JELD-WEN or equivalent ironmongery packs; fixing to woodwork backgrounds,13,,
DFMS5L; 5 lever security lock,1,1,nr
DFMS5L; 5 lever security lock,1,1,nr
DFLPG; Georgian letter plate; including hole through door,2,1,nr
DFLPG; Georgian letter plate; including hole through door,2,1,nr
DFLPV; Victorian letter plate; including hole through door,3,1,nr
DFLPV; Victorian letter plate; including hole through door,3,1,nr
DFLPA; aluminium letter plate; including hole through door,4,1,nr
DFLPA; aluminium letter plate; including hole through door,4,1,nr
DFKG; door knocker,5,1,nr
DFKG; door knocker,5,1,nr
DFKV; Victorian door knocker,6,1,nr
DFKV; Victorian door knocker,6,1,nr
DFBG; bell push,7,1,nr
DFBG; bell push,7,1,nr
DFBV; Victorian bell push,8,1,nr
DFBV; Victorian bell push,8,1,nr
"DFSB8; sliding security bolt, 8""",9,1,nr
"DFSB8; sliding security bolt, 8""",9,1,nr
"DFSB6; sliding security bolt, 6""",10,1,nr
"DFSB6; sliding security bolt, 6""",10,1,nr
DFCB; brass door chain,11,1,nr
DFCB; brass door chain,11,1,nr
DFCC; CP door chain,12,1,nr
DFCC; CP door chain,12,1,nr
"DFBBB4; brass barrel bolt, 4""",13,1,nr
"DFBBB4; brass barrel bolt, 4""",13,1,nr
"DFNBB4; brass necked bolt, 4""",14,1,nr
"DFNBB4; brass necked bolt, 4""",14,1,nr
"DFNBA4; aluminium necked bolt, 4""",15,1,nr
"DFNBA4; aluminium necked bolt, 4""",15,1,nr
"DFBBA4; aluminium barrel bolt, 4""",16,1,nr
"DFBBA4; aluminium barrel bolt, 4""",16,1,nr
"DFHGB4; brass hinge pack, 4""",17,1,nr
"DFHGB4; brass hinge pack, 4""",17,1,nr
"DFHGS4; steel hinge pack, 4""",18,1,nr
"DFHGS4; steel hinge pack, 4""",18,1,nr
"DFHGB3; brass hinge pack, 3""",19,1,nr
"DFHGB3; brass hinge pack, 3""",19,1,nr
"DFHGS3; steel hinge pack, 3""",20,1,nr
"DFHGS3; steel hinge pack, 3""",20,1,nr
DFDCS; steel door closer,21,1,nr
DFDCS; steel door closer,21,1,nr
ceramic mortice knob sets,22,1,nr
ceramic mortice knob sets,22,1,nr
ceramic privacy adaptors,23,1,nr
ceramic privacy adaptors,23,1,nr
ceramic finger plates,24,1,nr
ceramic finger plates,24,1,nr
Security fittings,2,,
Supply and fit security ironmongery to woodwork backgrounds,1,,
door chain,1,1,nr
door chain,1,1,nr
door viewer,2,1,nr
door viewer,2,1,nr
window locks,3,1,nr
window locks,3,1,nr
Seals and excluders,3,,
Supply and fit fire-resisting intumescent strip to woodwork backgrounds,1,,
Palusol; White,1,1,m
Palusol; White,1,1,m
Palusol; Copper,2,1,m
Palusol; Copper,2,1,m
Palusol; White Smoke,3,1,m
Palusol; White Smoke,3,1,m
Palusol; Copper Smoke,4,1,m
Palusol; Copper Smoke,4,1,m
Supply and fit draught excluder seal to woodwork backgrounds,2,,
compression excluder aluminium,1,1,m
compression excluder aluminium,1,1,m
brush excluder aluminium,2,1,m
brush excluder aluminium,2,1,m
self-adhesive rubber,3,1,m
self-adhesive rubber,3,1,m
"P30: TRENCHES, PIPEWAYS AND PITS FOR BURIED ENGINEERING SERVICES",5,,
"Excavation of trenches by machine for service pipes, cables and the like including filling and on-site disposal",1,,
Trenches to suit pipes not exceeding 200mm dia; average depth,1,,
0.50m,1,1,m
0.50m,1,1,m
0.50m,1,1,m
0.50m,1,1,m
0.75m,2,1,m
0.75m,2,1,m
0.75m,2,1,m
0.75m,2,1,m
1.00m,3,1,m
1.00m,3,1,m
1.00m,3,1,m
1.00m,3,1,m
"Excavation of trenches by machine for service pipes, cables or the like including filling and off-site disposal",2,,
Trenches to suit pipes not exceeding 200mm dia; average depth,1,,
0.50m,1,1,m
0.50m,1,1,m
0.50m,1,1,m
0.50m,1,1,m
0.50m,1,1,m
0.75m,2,1,m
0.75m,2,1,m
0.75m,2,1,m
0.75m,2,1,m
0.75m,2,1,m
1.00m,3,1,m
1.00m,3,1,m
1.00m,3,1,m
1.00m,3,1,m
1.00m,3,1,m
"Excavation of trenches by hand for service pipes, cables or the like, including disposal and filling",3,,
Trenches to suit pipes not exceeding 200mm dia; average depth,1,,
0.50m,1,1,m
0.50m,1,1,m
0.75m,2,1,m
0.75m,2,1,m
1.00m,3,1,m
1.00m,3,1,m
Trenches to suit pipes exceeding 200mm dia; average depth,2,,
0.50m,1,1,m
0.50m,1,1,m
0.75m,2,1,m
0.75m,2,1,m
1.00m,3,1,m
1.00m,3,1,m
"Beds for service pipes, ducts, cables and the like",4,,
50mm sand bed to pipes,1,,
not exceeding 200mm dia,1,1,m
not exceeding 200mm dia,1,1,m
not exceeding 200mm dia,1,1,m
not exceeding 200mm dia,1,1,m
"Beds for service pipes, ducts, cables and the like",5,,
100mm sand bed to pipes,1,,
not exceeding 200mm dia,1,1,m
not exceeding 200mm dia,1,1,m
not exceeding 200mm dia,1,1,m
not exceeding 200mm dia,1,1,m
"Beds and coverings for service pipes, ducts, cables or the like",6,,
150mm bed and 150mm covering of pea shingle to pipes,1,,
not exceeding 200mm dia,1,1,m
not exceeding 200mm dia,1,1,m
not exceeding 200mm dia,1,1,m
not exceeding 200mm dia,1,1,m
150mm bed and 150mm covering of C10P concrete to pipes,2,,
not exceeding 200mm dia,1,1,m
not exceeding 200mm dia,1,1,m
not exceeding 200mm dia,1,1,m
not exceeding 200mm dia,1,1,m
Duct pipework,7,,
Vitrified clay pipes; Hepworth; SuperSleve,1,,
100mm SuperSleve,1,1,m
100mm SuperSleve,1,1,m
150mm SuperSleve,2,1,m
150mm SuperSleve,2,1,m
225mm SuperSleve,3,1,m
225mm SuperSleve,3,1,m
300mm SuperSleve,4,1,m
300mm SuperSleve,4,1,m
Vitrified clay pipes; Hepworth; HepLine,2,,
100mm HepLine,1,1,m
100mm HepLine,1,1,m
150mm HepLine,2,1,m
150mm HepLine,2,1,m
225mm HepLine,3,1,m
225mm HepLine,3,1,m
300mm HepLine,4,1,m
300mm HepLine,4,1,m
Duct pipework: PVCu pipes; OsmaDrain,3,,
110mm,1,1,m
110mm,1,1,m
160mm,2,1,m
160mm,2,1,m
Concrete pipes; BS 5911-1:2002+A2:2010; Class 120,4,,
150mm,1,1,m
150mm,1,1,m
225mm,2,1,m
225mm,2,1,m
300mm,3,1,m
300mm,3,1,m
300mm,3,1,m
Cast iron pipes; Timesaver; bolted joints,5,,
100mm,1,1,m
100mm,1,1,m
150mm,2,1,m
150mm,2,1,m
Duct pipework fittings,8,,
Vitrified clay fittings; Hepworth; SuperSleve,1,,
100mm bends,1,1,nr
100mm bends,1,1,nr
100mm rest bends,2,1,nr
100mm rest bends,2,1,nr
100 x 100mm junctions,3,1,nr
100 x 100mm junctions,3,1,nr
150mm bends,4,1,nr
150mm bends,4,1,nr
150mm rest bends,5,1,nr
150mm rest bends,5,1,nr
150 x 100mm junctions,6,1,nr
150 x 100mm junctions,6,1,nr
150 x 150mm junctions,7,1,nr
150 x 150mm junctions,7,1,nr
225mm bends,8,1,nr
225mm bends,8,1,nr
225mm rest bends,9,1,nr
225mm rest bends,9,1,nr
225 x 100mm junctions,10,1,nr
225 x 100mm junctions,10,1,nr
225 x 150mm junctions,11,1,nr
225 x 150mm junctions,11,1,nr
225 x 225mm junctions,12,1,nr
225 x 225mm junctions,12,1,nr
300mm bends,13,1,nr
300mm bends,13,1,nr
300mm rest bends,14,1,nr
300mm rest bends,14,1,nr
300 x 100mm junctions,15,1,nr
300 x 100mm junctions,15,1,nr
300 x 150mm junctions,16,1,nr
300 x 150mm junctions,16,1,nr
300 x 225mm junctions,17,1,nr
300 x 225mm junctions,17,1,nr
300 x 300mm junctions,18,1,nr
300 x 300mm junctions,18,1,nr
PVCu fittings,2,,
82mm bends,1,1,nr
82mm bends,1,1,nr
82 x 82mm junctions,2,1,nr
82 x 82mm junctions,2,1,nr
110mm bends,3,1,nr
110mm bends,3,1,nr
110mm rest bends,4,1,nr
110mm rest bends,4,1,nr
110 x 110mm junctions,5,1,nr
110 x 110mm junctions,5,1,nr
160mm bends,6,1,nr
160mm bends,6,1,nr
160 x 110mm junctions,7,1,nr
160 x 110mm junctions,7,1,nr
160 x 160mm junctions,8,1,nr
160 x 160mm junctions,8,1,nr
PVCu fittings; UltraRib,3,,
150mm bends,1,1,nr
150mm bends,1,1,nr
150 x 150mm junctions,2,1,nr
150 x 150mm junctions,2,1,nr
225mm bends,3,1,nr
225mm bends,3,1,nr
225 x 110mm junctions,4,1,nr
225 x 110mm junctions,4,1,nr
225 x 150mm junctions,5,1,nr
225 x 150mm junctions,5,1,nr
225 x 225mm junctions,6,1,nr
225 x 225mm junctions,6,1,nr
300mm bends,7,1,nr
300mm bends,7,1,nr
300 x 150mm junctions,8,1,nr
300 x 150mm junctions,8,1,nr
300 x 225mm junctions,9,1,nr
300 x 225mm junctions,9,1,nr
"Concrete fittings, BS 5911-1:2002+A2:2010, Class 120",4,,
150mm bends,1,1,nr
150mm bends,1,1,nr
150 x 150mm junctions,2,1,nr
150 x 150mm junctions,2,1,nr
225mm bends,3,1,nr
225mm bends,3,1,nr
225 x 150mm junctions,4,1,nr
225 x 150mm junctions,4,1,nr
300mm bends,5,1,nr
300mm bends,5,1,nr
300mm bends,5,1,nr
300 x 150mm junctions,6,1,nr
300 x 150mm junctions,6,1,nr
300 x 150mm junctions,6,1,nr
Cast iron fittings; Timesaver bolted joints,5,,
100mm bends,1,1,nr
100mm bends,1,1,nr
100 x 100mm junction,2,1,nr
100 x 100mm junction,2,1,nr
150mm bends,3,1,nr
150mm bends,3,1,nr
150 x 100mm junction,4,1,nr
150 x 100mm junction,4,1,nr
150 x 150mm junction,5,1,nr
150 x 150mm junction,5,1,nr
"Stop cock pits, valve chambers and the like",9,,
Excavating stop cock pit; half brick wall (common bricks PC sum £600 per 1000); 100mm C20 concrete base; hinged cast iron cover and frame bedded in cement mortar (1:3); nominal internal size,1,,
100 x 100 x 750mm deep,1,1,nr
100 x 100 x 750mm deep,1,1,nr
100 x 100 x 750mm deep,1,1,nr
100 x 100 x 750mm deep,1,1,nr
100 x 100 x 750mm deep,1,1,nr
100 x 100 x 750mm deep,1,1,nr
100 x 100 x 750mm deep,1,1,nr
100 x 100 x 750mm deep,1,1,nr
225 x 225 x 750mm deep,2,1,nr
225 x 225 x 750mm deep,2,1,nr
225 x 225 x 750mm deep,2,1,nr
225 x 225 x 750mm deep,2,1,nr
225 x 225 x 750mm deep,2,1,nr
225 x 225 x 750mm deep,2,1,nr
225 x 225 x 750mm deep,2,1,nr
225 x 225 x 750mm deep,2,1,nr
450 x 450 x 750mm deep,3,1,nr
450 x 450 x 750mm deep,3,1,nr
450 x 450 x 750mm deep,3,1,nr
450 x 450 x 750mm deep,3,1,nr
450 x 450 x 750mm deep,3,1,nr
450 x 450 x 750mm deep,3,1,nr
450 x 450 x 750mm deep,3,1,nr
450 x 450 x 750mm deep,3,1,nr
600 x 450 x 1000mm deep,4,1,nr
600 x 450 x 1000mm deep,4,1,nr
600 x 450 x 1000mm deep,4,1,nr
600 x 450 x 1000mm deep,4,1,nr
600 x 450 x 1000mm deep,4,1,nr
600 x 450 x 1000mm deep,4,1,nr
600 x 450 x 1000mm deep,4,1,nr
"P31: HOLES, CHASES, COVERS AND SUPPORTS FOR SERVICES",6,,
"Builder's work; cutting away for and making good after electrical works including mortices, notches, holes, sinkings and chases in structure and finishes",1,,
Concealed installation works,1,,
lighting points,1,1,nr
socket outlet points,2,1,nr
equipment and control gear points,3,1,nr
fitting points,4,1,nr
Exposed installation works,2,,
lighting points,1,1,nr
socket outlet points,2,1,nr
equipment and control gear points,3,1,nr
fitting points,4,1,nr
"Builder's work; cutting away for and making good after services installation including mortices, notches, holes, sinkings and chases in structure and finishes",2,,
Cutting chases in brickwork for service pipework; vertical; nominal pipe dia,1,,
not exceeding 55mm,1,1,m
55 - 110mm,2,1,m
Cutting chases in blockwork for service pipework; vertical; nominal pipe dia,2,,
not exceeding 55mm,1,1,m
55 - 110mm,2,1,m
Cutting holes in structure for pipes or the like; not exceeding 55mm nominal dia,3,,
half brick wall,1,1,nr
one brick wall,2,1,nr
one and a half brick wall,3,1,nr
100mm blockwork,4,1,nr
125mm blockwork,5,1,nr
150mm blockwork,6,1,nr
200mm blockwork,7,1,nr
Cutting holes in structure for pipes or the like; 55 - 110mm nominal dia,4,,
half brick wall,1,1,nr
one brick wall,2,1,nr
one and a half brick wall,3,1,nr
100mm blockwork,4,1,nr
125mm blockwork,5,1,nr
150mm blockwork,6,1,nr
200mm blockwork,7,1,nr
Mortices in brickwork; grouting up with cement mortar (1:3); size,5,,
50 x 50 x 100mm deep,1,1,nr
50 x 50 x 100mm deep,1,1,nr
75 x 75 x 100mm deep,2,1,nr
75 x 75 x 100mm deep,2,1,nr
75 x 75 x 150mm deep,3,1,nr
75 x 75 x 150mm deep,3,1,nr
75 x 75 x 200mm deep,4,1,nr
75 x 75 x 200mm deep,4,1,nr
"Mortices in brickwork for bars, bolts and the like",6,,
M10 expansion bolt,1,1,nr
M20 bolt; 75mm deep,2,1,nr
M20 bolt; 125mm deep,3,1,nr
"Holes in softwood for cables, small pipes and the like; timber thickness",7,,
12mm,1,1,nr
25mm,2,1,nr
50mm,3,1,nr
75mm,4,1,nr
100mm,5,1,nr
"Paving, Planting, Fencing & Furniture",13,,
"Q10: KERBS, EDGINGS, CHANNELS AND PAVING ACCESSORIES",1,,
Kerbs and edgings; Marley concrete block paviors,1,,
Splayed edging units; 100mm wide; bed and point in cement mortar (1:3); haunching with 10N/mm2 concrete,1,,
65mm thick,1,1,m
65mm thick,1,1,m
65mm thick,1,1,m
65mm thick,1,1,m
65mm thick; curved work,2,1,m
65mm thick; curved work,2,1,m
65mm thick; curved work,2,1,m
65mm thick; curved work,2,1,m
80mm thick,3,1,m
80mm thick,3,1,m
80mm thick,3,1,m
80mm thick,3,1,m
80mm thick; curved work,4,1,m
80mm thick; curved work,4,1,m
80mm thick; curved work,4,1,m
80mm thick; curved work,4,1,m
Kerbs and edgings; facing bricks (PC sum £700 per 1000),2,,
"Kerbs, edgings or the like; bedding and pointing in cement mortar (1:3); haunching with 10N/mm2 concrete; brick on flat",1,,
half brick wide,1,1,m
half brick wide,1,1,m
half brick wide,1,1,m
half brick wide,1,1,m
half brick wide; curved work,2,1,m
half brick wide; curved work,2,1,m
half brick wide; curved work,2,1,m
half brick wide; curved work,2,1,m
"Kerbs, edgings or the like; bedding and pointing in cement mortar (1:3); haunching with 10N/mm2 concrete; brick on edge",2,,
one brick wide,1,1,m
one brick wide,1,1,m
one brick wide,1,1,m
one brick wide,1,1,m
one brick wide; curved work,2,1,m
one brick wide; curved work,2,1,m
one brick wide; curved work,2,1,m
one brick wide; curved work,2,1,m
"Kerbs or the like; precast concrete, BS EN 1339:2003",3,,
Kerbs; 125 x 255mm; bedding and pointing in cement mortar (1:3); haunching with 20N/mm2 concrete,1,,
"Fig 2, 5, 7, 8",1,1,m
"Fig 2, 5, 7, 8",1,1,m
"Fig 2, 5, 7, 8",1,1,m
"Fig 2, 5, 7, 8",1,1,m
"Fig 2, 5, 7, 8",1,1,m
"Fig 2, 5, 7, 8; curved work",2,1,m
"Fig 2, 5, 7, 8; curved work",2,1,m
"Fig 2, 5, 7, 8; curved work",2,1,m
"Fig 2, 5, 7, 8; curved work",2,1,m
"Fig 2, 5, 7, 8; curved work",2,1,m
"Fig 2a, 7a, 8, 9",3,1,m
"Fig 2a, 7a, 8, 9",3,1,m
"Fig 2a, 7a, 8, 9",3,1,m
"Fig 2a, 7a, 8, 9",3,1,m
"Fig 2a, 7a, 8, 9",3,1,m
"Fig 2a, 7a, 8, 9; curved work",4,1,m
"Fig 2a, 7a, 8, 9; curved work",4,1,m
"Fig 2a, 7a, 8, 9; curved work",4,1,m
"Fig 2a, 7a, 8, 9; curved work",4,1,m
"Fig 2a, 7a, 8, 9; curved work",4,1,m
Kerbs; 150 x 305mm; bedding and pointing in cement mortar (1:3); haunching with 20N/mm2 concrete,2,,
"Fig 1, 4, 6, 8",1,1,m
"Fig 1, 4, 6, 8",1,1,m
"Fig 1, 4, 6, 8",1,1,m
"Fig 1, 4, 6, 8",1,1,m
"Fig 1, 4, 6, 8",1,1,m
"Fig 1, 4, 6, 8; curved work",2,1,m
"Fig 1, 4, 6, 8; curved work",2,1,m
"Fig 1, 4, 6, 8; curved work",2,1,m
"Fig 1, 4, 6, 8; curved work",2,1,m
"Fig 1, 4, 6, 8; curved work",2,1,m
Extra for,3,,
droppers; Fig 16; 255 to 155mm high 125mm wide,1,1,nr
droppers; Fig 16; 305 to 205mm high 150mm wide,2,1,nr
quadrants; Fig 14; 450 x 450 x 250m,3,1,nr
"Edgings or the like; precast concrete, BS EN 1339:2003",4,,
Edgings; 50 x 150mm; bedding and pointing in cement mortar (1:3); haunching with 10N/mm2 concrete,1,,
"Fig 11, 12, 13",1,1,m
"Fig 11, 12, 13",1,1,m
"Fig 11, 12, 13",1,1,m
"Fig 11, 12, 13",1,1,m
"Fig 11, 12, 13",1,1,m
"Fig 11, 12, 13; curved work",2,1,m
"Fig 11, 12, 13; curved work",2,1,m
"Fig 11, 12, 13; curved work",2,1,m
"Fig 11, 12, 13; curved work",2,1,m
"Fig 11, 12, 13; curved work",2,1,m
Edgings; 50 x 200mm; bedding and pointing in cement mortar (1:3); haunching with 10N/mm2 concrete,2,,
"Fig 11, 13",1,1,m
"Fig 11, 13",1,1,m
"Fig 11, 13",1,1,m
"Fig 11, 13",1,1,m
"Fig 11, 13",1,1,m
"Fig 11, 13; curved work",2,1,m
"Fig 11, 13; curved work",2,1,m
"Fig 11, 13; curved work",2,1,m
"Fig 11, 13; curved work",2,1,m
"Fig 11, 13; curved work",2,1,m
Edgings; 50 x 250mm; bedding and pointing in cement mortar (1:3); haunching with 10N/mm2 concrete,3,,
"Fig 11, 12",1,1,m
"Fig 11, 12",1,1,m
"Fig 11, 12",1,1,m
"Fig 11, 12",1,1,m
"Fig 11, 12",1,1,m
"Fig 11, 12; curved work",2,1,m
"Fig 11, 12; curved work",2,1,m
"Fig 11, 12; curved work",2,1,m
"Fig 11, 12; curved work",2,1,m
"Fig 11, 12; curved work",2,1,m
"Channels or the like; precast concrete, BS EN 1339:2003",5,,
Channels; 125 x 255mm; bedding and pointing in cement mortar (1:3); haunching with 10N/mm2 concrete,1,,
"Fig 2, 8",1,1,m
"Fig 2, 8",1,1,m
"Fig 2, 8",1,1,m
"Fig 2, 8",1,1,m
"Fig 2, 8",1,1,m
"Fig 2, 8; curved work",2,1,m
"Fig 2, 8; curved work",2,1,m
"Fig 2, 8; curved work",2,1,m
"Fig 2, 8; curved work",2,1,m
"Fig 2, 8; curved work",2,1,m
Channels; 150 x 305mm; bedding and pointing in cement mortar (1:3); haunching with 10N/mm2 concrete,2,,
"Fig 1, 8",1,1,m
"Fig 1, 8",1,1,m
"Fig 1, 8",1,1,m
"Fig 1, 8",1,1,m
"Fig 1, 8",1,1,m
"Fig 1, 8; curved work",2,1,m
"Fig 1, 8; curved work",2,1,m
"Fig 1, 8; curved work",2,1,m
"Fig 1, 8; curved work",2,1,m
"Fig 1, 8; curved work",2,1,m
Channels; 125 x 150mm; bedding and pointing in cement mortar (1:3); haunching with 10N/mm2 concrete,3,,
"Fig 2a, 8a",1,1,m
"Fig 2a, 8a",1,1,m
"Fig 2a, 8a",1,1,m
"Fig 2a, 8a",1,1,m
"Fig 2a, 8a",1,1,m
"Fig 2a, 8a; curved work",2,1,m
"Fig 2a, 8a; curved work",2,1,m
"Fig 2a, 8a; curved work",2,1,m
"Fig 2a, 8a; curved work",2,1,m
"Fig 2a, 8a; curved work",2,1,m
Drainage kerbs; precast concrete; Charcon Building Products,6,,
Safeticurb surface water drainage kerbs; 165 x 165mm Junior Block; bedding and pointing in cement mortar (1:3); haunching with 10N/mm2 concrete,1,,
76mm bore,1,1,m
76mm bore,1,1,m
76mm bore,1,1,m
76mm bore,1,1,m
76mm bore; curved work,2,1,m
76mm bore; curved work,2,1,m
76mm bore; curved work,2,1,m
76mm bore; curved work,2,1,m
Safeticurb surface water drainage kerbs; 248 x 248mm DBA/1; bedding and pointing in cement mortar (1:3); haunching with 10N/mm2 concrete,2,,
127mm bore,1,1,m
127mm bore,1,1,m
127mm bore,1,1,m
127mm bore,1,1,m
127mm bore; curved work,2,1,m
127mm bore; curved work,2,1,m
127mm bore; curved work,2,1,m
127mm bore; curved work,2,1,m
silt box,3,1,nr
silt box,3,1,nr
silt box,3,1,nr
silt box,3,1,nr
inspection unit,4,1,nr
inspection unit,4,1,nr
inspection unit,4,1,nr
inspection unit,4,1,nr
Safeticurb surface water drainage kerbs; 248 x 321 or 349mm DBK; bedding and pointing in cement mortar (1:3); haunching with 10N/mm2 concrete,3,,
248 x 321 or 349mm DBK 127mm bore,1,1,m
248 x 321 or 349mm DBK 127mm bore,1,1,m
248 x 321 or 349mm DBK 127mm bore,1,1,m
248 x 321 or 349mm DBK 127mm bore,1,1,m
248 x 321 or 349mm DBK 127mm bore; curved work,2,1,m
248 x 321 or 349mm DBK 127mm bore; curved work,2,1,m
248 x 321 or 349mm DBK 127mm bore; curved work,2,1,m
248 x 321 or 349mm DBK 127mm bore; curved work,2,1,m
DBK to DBA transition unit,3,1,nr
DBK to DBA transition unit,3,1,nr
DBK to DBA transition unit,3,1,nr
DBK to DBA transition unit,3,1,nr
Safeticurb surface water drainage kerbs; 305 x 305mm Jumbo DBJ/2; bedding and pointing in cement mortar (1:3); haunching with 10N/mm2 concrete,4,,
159mm bore,1,1,m
159mm bore,1,1,m
159mm bore,1,1,m
159mm bore,1,1,m
159mm bore; curved work,2,1,m
159mm bore; curved work,2,1,m
159mm bore; curved work,2,1,m
159mm bore; curved work,2,1,m
silt box,3,1,nr
silt box,3,1,nr
inspection unit,4,1,nr
inspection unit,4,1,nr
Q20: GRANULAR SUB-BASES TO ROADS AND PAVINGS,2,,
Aggregate base fill,1,,
Filled into excavation; by hand; compacting in layers,1,,
sand,1,1,m3
sand,1,1,m3
sand,1,1,m3
crushed brick hardcore,2,1,m3
crushed brick hardcore,2,1,m3
crushed brick hardcore,2,1,m3
hoggin,3,1,m3
hoggin,3,1,m3
hoggin,3,1,m3
DTp type 1,4,1,m3
DTp type 1,4,1,m3
DTp type 1,4,1,m3
stone rejects,5,1,m3
stone rejects,5,1,m3
stone rejects,5,1,m3
granite scalpings,6,1,m3
granite scalpings,6,1,m3
granite scalpings,6,1,m3
crushed concrete hardcore,7,1,m3
crushed concrete hardcore,7,1,m3
crushed concrete hardcore,7,1,m3
Filled into excavation; by machine; compacting in layers,2,,
sand,1,1,m3
sand,1,1,m3
sand,1,1,m3
sand,1,1,m3
crushed brick hardcore,2,1,m3
crushed brick hardcore,2,1,m3
crushed brick hardcore,2,1,m3
crushed brick hardcore,2,1,m3
hoggin,3,1,m3
hoggin,3,1,m3
hoggin,3,1,m3
hoggin,3,1,m3
DTp type 1,4,1,m3
DTp type 1,4,1,m3
DTp type 1,4,1,m3
DTp type 1,4,1,m3
stone rejects,5,1,m3
stone rejects,5,1,m3
stone rejects,5,1,m3
stone rejects,5,1,m3
granite scalpings,6,1,m3
granite scalpings,6,1,m3
granite scalpings,6,1,m3
granite scalpings,6,1,m3
crushed concrete hardcore,7,1,m3
crushed concrete hardcore,7,1,m3
crushed concrete hardcore,7,1,m3
crushed concrete hardcore,7,1,m3
Filled in making up levels; by hand; compacting in layers,3,,
sand,1,1,m3
sand,1,1,m3
sand,1,1,m3
crushed brick hardcore,2,1,m3
crushed brick hardcore,2,1,m3
crushed brick hardcore,2,1,m3
hoggin,3,1,m3
hoggin,3,1,m3
hoggin,3,1,m3
DTp type 1,4,1,m3
DTp type 1,4,1,m3
